domain,subdomain,track_name,skills,description,pathway_json,source,model_used
General,Human Resources,HR Specialist,"Recruiting, Employee Relations, HRIS, Communication, Labor Policy, Onboarding","Supports hiring, people operations, and employee lifecycle processes.","[{""phaseName"":""Phase 1: Recruiting Foundations"",""items"":[{""title"":""[Free YouTube] Learn Recruiting fundamentals for HR Specialist"",""resourceUrl"":""https://www.youtube.com/results?search_query=Recruiting%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the HR Specialist skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Recruiting course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Recruiting"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Employee Relations Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Employee Relations with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Employee%20Relations%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Employee Relations references and examples"",""resourceUrl"":""https://www.google.com/search?q=Employee%20Relations%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Employee Relations with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Employee%20Relations"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: HRIS Applied Project"",""items"":[{""title"":""[Free YouTube] Build a HR Specialist project using HRIS"",""resourceUrl"":""https://www.youtube.com/results?search_query=HRIS%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for HR Specialist"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=HR%20Specialist%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice HR Specialist interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=HR%20Specialist%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for HR Specialist interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=HR%20Specialist%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Marketing,Digital Marketing,Digital Marketing Specialist,"SEO, SEM, Google Analytics, Copywriting, Campaigns, Reporting",Runs digital campaigns and measures acquisition performance.,"[{""phaseName"":""Phase 1: SEO Foundations"",""items"":[{""title"":""[Free YouTube] Learn SEO fundamentals for Digital Marketing Specialist"",""resourceUrl"":""https://www.youtube.com/results?search_query=SEO%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Digital Marketing Specialist skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured SEO course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=SEO"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: SEM Core Tools"",""items"":[{""title"":""[Free YouTube] Practice SEM with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=SEM%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official SEM references and examples"",""resourceUrl"":""https://www.google.com/search?q=SEM%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study SEM with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=SEM"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Google Analytics Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Digital Marketing Specialist project using Google Analytics"",""resourceUrl"":""https://www.youtube.com/results?search_query=Google%20Analytics%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Digital Marketing Specialist"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Digital%20Marketing%20Specialist%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Digital Marketing Specialist interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Digital%20Marketing%20Specialist%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Digital Marketing Specialist interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Digital%20Marketing%20Specialist%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Marketing,Growth Marketing,Growth Marketer,"A/B Testing, Analytics, Paid Ads, Copywriting, Funnels, Retention","Finds scalable ways to acquire, activate, and retain users.","[{""phaseName"":""Phase 1: A/B Testing Foundations"",""items"":[{""title"":""[Free YouTube] Learn A/B Testing fundamentals for Growth Marketer"",""resourceUrl"":""https://www.youtube.com/results?search_query=A%2FB%20Testing%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Growth Marketer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured A/B Testing course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=A%2FB%20Testing"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Analytics Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Analytics with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Analytics%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Analytics references and examples"",""resourceUrl"":""https://www.google.com/search?q=Analytics%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Analytics with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Analytics"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Paid Ads Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Growth Marketer project using Paid Ads"",""resourceUrl"":""https://www.youtube.com/results?search_query=Paid%20Ads%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Growth Marketer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Growth%20Marketer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Growth Marketer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Growth%20Marketer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Growth Marketer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Growth%20Marketer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Marketing,Content Marketing,Content Strategist,"Writing, SEO, Editorial Calendar, Research, Analytics, Brand Voice",Plans and creates content that supports audience growth and business goals.,"[{""phaseName"":""Phase 1: Writing Foundations"",""items"":[{""title"":""[Free YouTube] Learn Writing fundamentals for Content Strategist"",""resourceUrl"":""https://www.youtube.com/results?search_query=Writing%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Content Strategist skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Writing course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Writing"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: SEO Core Tools"",""items"":[{""title"":""[Free YouTube] Practice SEO with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=SEO%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official SEO references and examples"",""resourceUrl"":""https://www.google.com/search?q=SEO%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study SEO with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=SEO"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Editorial Calendar Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Content Strategist project using Editorial Calendar"",""resourceUrl"":""https://www.youtube.com/results?search_query=Editorial%20Calendar%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Content Strategist"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Content%20Strategist%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Content Strategist interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Content%20Strategist%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Content Strategist interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Content%20Strategist%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Marketing,Social Media,Social Media Manager,"Content Creation, Community Management, Analytics, Copywriting, Scheduling, Brand",Builds and manages brand presence across social platforms.,"[{""phaseName"":""Phase 1: Content Creation Foundations"",""items"":[{""title"":""[Free YouTube] Learn Content Creation fundamentals for Social Media Manager"",""resourceUrl"":""https://www.youtube.com/results?search_query=Content%20Creation%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Social Media Manager skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Content Creation course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Content%20Creation"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Community Management Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Community Management with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Community%20Management%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Community Management references and examples"",""resourceUrl"":""https://www.google.com/search?q=Community%20Management%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Community Management with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Community%20Management"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Analytics Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Social Media Manager project using Analytics"",""resourceUrl"":""https://www.youtube.com/results?search_query=Analytics%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Social Media Manager"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Social%20Media%20Manager%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Social Media Manager interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Social%20Media%20Manager%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Social Media Manager interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Social%20Media%20Manager%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,B2B Sales,Sales Development Representative,"Prospecting, CRM, Cold Email, Discovery Calls, Objection Handling, Communication",Builds qualified sales pipeline through outreach and discovery.,"[{""phaseName"":""Phase 1: Prospecting Foundations"",""items"":[{""title"":""[Free YouTube] Learn Prospecting fundamentals for Sales Development Representative"",""resourceUrl"":""https://www.youtube.com/results?search_query=Prospecting%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Sales Development Representative skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Prospecting course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Prospecting"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: CRM Core Tools"",""items"":[{""title"":""[Free YouTube] Practice CRM with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=CRM%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official CRM references and examples"",""resourceUrl"":""https://www.google.com/search?q=CRM%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study CRM with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=CRM"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Cold Email Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Sales Development Representative project using Cold Email"",""resourceUrl"":""https://www.youtube.com/results?search_query=Cold%20Email%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Sales Development Representative"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Sales%20Development%20Representative%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Sales Development Representative interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Sales%20Development%20Representative%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Sales Development Representative interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Sales%20Development%20Representative%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
General,Customer Success,Customer Success Manager,"Account Management, Onboarding, Product Knowledge, Communication, Renewals, Analytics",Helps customers achieve value and remain successful with a product.,"[{""phaseName"":""Phase 1: Account Management Foundations"",""items"":[{""title"":""[Free YouTube] Learn Account Management fundamentals for Customer Success Manager"",""resourceUrl"":""https://www.youtube.com/results?search_query=Account%20Management%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Customer Success Manager skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Account Management course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Account%20Management"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Onboarding Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Onboarding with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Onboarding%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Onboarding references and examples"",""resourceUrl"":""https://www.google.com/search?q=Onboarding%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Onboarding with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Onboarding"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Product Knowledge Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Customer Success Manager project using Product Knowledge"",""resourceUrl"":""https://www.youtube.com/results?search_query=Product%20Knowledge%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Customer Success Manager"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Customer%20Success%20Manager%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Customer Success Manager interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Customer%20Success%20Manager%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Customer Success Manager interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Customer%20Success%20Manager%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,Financial Analysis,Financial Analyst,"Excel, Accounting, Financial Modeling, Forecasting, Valuation, Reporting",Analyzes company performance and supports financial decisions.,"[{""phaseName"":""Phase 1: Excel Foundations"",""items"":[{""title"":""[Free YouTube] Learn Excel fundamentals for Financial Analyst"",""resourceUrl"":""https://www.youtube.com/results?search_query=Excel%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Financial Analyst skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Excel course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Excel"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Accounting Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Accounting with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Accounting%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Accounting references and examples"",""resourceUrl"":""https://www.google.com/search?q=Accounting%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Accounting with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Accounting"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Financial Modeling Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Financial Analyst project using Financial Modeling"",""resourceUrl"":""https://www.youtube.com/results?search_query=Financial%20Modeling%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Financial Analyst"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Financial%20Analyst%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Financial Analyst interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Financial%20Analyst%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Financial Analyst interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Financial%20Analyst%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
General,Accounting,Accountant,"Bookkeeping, GAAP, Tax, Excel, Reconciliation, Financial Statements",Maintains financial records and prepares compliant reports.,"[{""phaseName"":""Phase 1: Bookkeeping Foundations"",""items"":[{""title"":""[Free YouTube] Learn Bookkeeping fundamentals for Accountant"",""resourceUrl"":""https://www.youtube.com/results?search_query=Bookkeeping%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Accountant skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Bookkeeping course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Bookkeeping"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: GAAP Core Tools"",""items"":[{""title"":""[Free YouTube] Practice GAAP with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=GAAP%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official GAAP references and examples"",""resourceUrl"":""https://www.google.com/search?q=GAAP%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study GAAP with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=GAAP"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Tax Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Accountant project using Tax"",""resourceUrl"":""https://www.youtube.com/results?search_query=Tax%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Accountant"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Accountant%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Accountant interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Accountant%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Accountant interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Accountant%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,Investment Banking,Investment Banking Analyst,"Valuation, Excel, PowerPoint, Financial Modeling, Due Diligence, Markets","Supports capital raising, mergers, acquisitions, and investment analysis.","[{""phaseName"":""Phase 1: Valuation Foundations"",""items"":[{""title"":""[Free YouTube] Learn Valuation fundamentals for Investment Banking Analyst"",""resourceUrl"":""https://www.youtube.com/results?search_query=Valuation%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Investment Banking Analyst skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Valuation course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Valuation"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Excel Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Excel with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Excel%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Excel references and examples"",""resourceUrl"":""https://www.google.com/search?q=Excel%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Excel with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Excel"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: PowerPoint Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Investment Banking Analyst project using PowerPoint"",""resourceUrl"":""https://www.youtube.com/results?search_query=PowerPoint%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Investment Banking Analyst"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Investment%20Banking%20Analyst%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Investment Banking Analyst interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Investment%20Banking%20Analyst%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Investment Banking Analyst interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Investment%20Banking%20Analyst%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,Risk Management,Risk Analyst,"Statistics, Excel, Compliance, Scenario Analysis, Reporting, Finance","Identifies, measures, and reports financial or operational risk.","[{""phaseName"":""Phase 1: Statistics Foundations"",""items"":[{""title"":""[Free YouTube] Learn Statistics fundamentals for Risk Analyst"",""resourceUrl"":""https://www.youtube.com/results?search_query=Statistics%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Risk Analyst skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Statistics course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Statistics"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Excel Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Excel with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Excel%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Excel references and examples"",""resourceUrl"":""https://www.google.com/search?q=Excel%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Excel with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Excel"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Compliance Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Risk Analyst project using Compliance"",""resourceUrl"":""https://www.youtube.com/results?search_query=Compliance%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Risk Analyst"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Risk%20Analyst%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Risk Analyst interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Risk%20Analyst%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Risk Analyst interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Risk%20Analyst%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
